"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ABHD11",1.03987861412052e-11,1.45977179925985,0.818,0.09,3.40435460690775e-07,"5","ABHD11"
"TMUB1",1.03987861412052e-11,1.37299282603004,0.818,0.09,3.40435460690775e-07,"5","TMUB1"
"BLOC1S3",1.72981511053873e-11,5.10463714760292,0.273,0.007,5.66306870888169e-07,"5","BLOC1S3"
"ADPRHL2",2.01115351064069e-11,1.05431316606865,1,0.135,6.58411436313549e-07,"5","ADPRHL2"
"LINC00938",2.15399104504965e-11,4.62654510943851,0.273,0.007,7.05173588328353e-07,"5","LINC00938"
"TEN11",2.3120308474746e-11,1.77545139287218,0.727,0.073,7.56912658846236e-07,"5","TEN1"
"ARHGAP5-AS1",2.40271666742454e-11,2.64750502597072,0.273,0.007,7.86601382581444e-07,"5","ARHGAP5-AS1"
"UBBP4",2.40271666742454e-11,3.7549457158518,0.273,0.007,7.86601382581444e-07,"5","UBBP4"
"PMVK",4.6912582751186e-11,1.77093592541268,0.727,0.076,1.53582413410833e-06,"5","PMVK"
"PDCD2L1",4.93712533948478e-11,1.7057483020289,0.818,0.094,1.61631609364053e-06,"5","PDCD2L"
"CDKN2D",8.60565646798526e-11,1.99621845328898,0.636,0.059,2.81731981448901e-06,"5","CDKN2D"
"TUBA4A",8.67137706984091e-11,1.9272905121808,0.818,0.097,2.83883542512452e-06,"5","TUBA4A"
"C18orf21",9.71185204188485e-11,1.47821771339328,0.727,0.076,3.17946612147226e-06,"5","C18orf21"
"NME5",1.05651064127631e-10,2.87322618369746,0.364,0.017,3.45880453741037e-06,"5","NME5"
"CHCHD51",1.28438230119925e-10,1.77562207350621,1,0.149,4.20481077766611e-06,"5","CHCHD5"
"MDFI1",1.35785152738214e-10,2.36480239055578,0.545,0.045,4.44533433034365e-06,"5","MDFI"
"INO80C1",1.36430572166126e-10,1.90876465515655,0.818,0.101,4.46646407157464e-06,"5","INO80C"
"SNCG",1.48617374805545e-10,2.21407651931185,0.727,0.083,4.86543561638393e-06,"5","SNCG"
"GOSR2",1.92691034196344e-10,1.94810945483415,0.727,0.083,6.30831907751991e-06,"5","GOSR2"
"MAP4K2",1.97769624760288e-10,2.68152260680624,0.455,0.031,6.4745819754023e-06,"5","MAP4K2"
"RASL11A",2.54491561517335e-10,2.33061246464463,0.455,0.031,8.3315447409545e-06,"5","RASL11A"
"ZNF777",2.92294909171567e-10,1.31031492660029,0.636,0.062,9.56915073645875e-06,"5","ZNF777"
"GADD45B1",2.97427571984464e-10,2.16946814381344,0.636,0.066,9.73718385162737e-06,"5","GADD45B"
"LMTK31",3.34069802173589e-10,1.85798036425527,0.909,0.128,1.0936777183559e-05,"5","LMTK3"
"NUDT16L1",3.74299621945276e-10,1.77133040904189,0.727,0.087,1.22538210232444e-05,"5","NUDT16L1"
"PEF11",3.76699876425366e-10,1.87761109566465,0.909,0.132,1.23324005544136e-05,"5","PEF1"
"COQ10B2",4.45755971595023e-10,1.52433528107395,0.818,0.108,1.45931589980779e-05,"5","COQ10B"
"ASL",4.63187559303114e-10,1.66094430723538,0.818,0.108,1.51638343164654e-05,"5","ASL"
"PRPF181",5.47280997708658e-10,1.23763216662489,0.818,0.101,1.7916885302986e-05,"5","PRPF18"
"EMC9",5.59254696462761e-10,1.21805733002101,0.727,0.083,1.83088802527979e-05,"5","EMC9"
"SHKBP1",6.08312548619357e-10,1.63061450163532,0.727,0.083,1.99149362167005e-05,"5","SHKBP1"
"NAAA1",6.61560345761763e-10,1.37093320283837,0.727,0.083,2.16581625995486e-05,"5","NAAA"
"PNPLA2",6.70341396442926e-10,1.71541286766445,0.727,0.087,2.19456366367485e-05,"5","PNPLA2"
"DPH32",6.83325945857032e-10,1.49225603360834,0.909,0.128,2.23707248154675e-05,"5","DPH3"
"ZFPL1",6.9988950527166e-10,2.27089196374901,0.545,0.049,2.29129826235836e-05,"5","ZFPL1"
"FUOM",7.37120541316841e-10,1.26389453018396,0.545,0.049,2.41318522816307e-05,"5","FUOM"
"GYG11",7.74275780463808e-10,2.31134830498329,0.636,0.069,2.53482405008242e-05,"5","GYG1"
"AP001816.1",7.7628103899042e-10,1.93118019505867,0.545,0.049,2.54138886544684e-05,"5","AP001816.1"
"COMMD9",7.8286435688269e-10,3.34926625802799,0.455,0.035,2.56294133156255e-05,"5","COMMD9"
"CSTF2",7.8626644293399e-10,1.31662069855957,0.818,0.104,2.5740790808773e-05,"5","CSTF2"
"PDK2",8.17468217801156e-10,1.12147715233564,0.545,0.049,2.67622745143743e-05,"5","PDK2"
"WIZ1",9.54234666312389e-10,1.4991139321095,0.545,0.049,3.1239734505735e-05,"5","WIZ"
"ZSWIM71",9.57644995154177e-10,1.48568835742673,1,0.156,3.13513818513575e-05,"5","ZSWIM7"
"STRN4",1.01132785664076e-09,1.06176844694945,0.727,0.087,3.31088513707051e-05,"5","STRN4"
"SAYSD1",1.05147613436704e-09,2.25064818357141,0.455,0.035,3.44232256869081e-05,"5","SAYSD1"
"NME4",1.20252014844774e-09,1.00861220505561,0.909,0.132,3.93681046198821e-05,"5","NME4"
"SCNM1",1.21204632445981e-09,1.96866670684891,0.636,0.069,3.96799725701651e-05,"5","SCNM1"
"ZNF672",1.32927838791504e-09,2.02615798581755,0.455,0.035,4.35179158635626e-05,"5","ZNF672"
"MXD4",1.33264890463945e-09,2.4075521090027,0.364,0.021,4.36282598400863e-05,"5","MXD4"
"PELO1",1.37453631511776e-09,1.68152564231143,0.818,0.111,4.49995698843251e-05,"5","PELO"
"RRAS1",1.47981885192094e-09,1.27531183438137,0.818,0.111,4.84463095741878e-05,"5","RRAS"
"UROD",1.67139732661312e-09,1.07854384970938,0.818,0.108,5.47182056786603e-05,"5","UROD"
"PHKG2",1.8845952863624e-09,1.71275023327019,0.455,0.035,6.16978804849323e-05,"5","PHKG2"
"TRAPPC6A",1.91212259147553e-09,2.36989528224134,0.273,0.01,6.25990693997258e-05,"5","TRAPPC6A"
"ARL8A",2.25088255130301e-09,1.26595627391876,0.636,0.069,7.3689392964558e-05,"5","ARL8A"
"CLN3.1",2.40689424363812e-09,1.93472908376352,0.545,0.052,7.87969037482248e-05,"5","CLN3.1"
"CSRP21",2.41401431526074e-09,1.05110511386994,0.909,0.139,7.9030000653006e-05,"5","CSRP2"
"NFKBIL1",2.45703409263229e-09,1.21156169864097,0.636,0.069,8.04383821245958e-05,"5","NFKBIL1"
"CENPM1",2.48011378372976e-09,1.68728315075582,0.909,0.149,8.11939650517448e-05,"5","CENPM"
"C1orf122",2.51431918511583e-09,1.42648111637884,1,0.177,8.23137814823219e-05,"5","C1orf122"
"C15orf612",2.53399258987096e-09,1.29181713345766,0.909,0.135,8.29578494071955e-05,"5","C15orf61"
"TPGS1",3.01617681456647e-09,2.051086348383,0.545,0.056,9.87435965552771e-05,"5","TPGS1"
"POLD4",3.05617524856658e-09,1.00930293097228,0.636,0.069,0.000100053065287573,"5","POLD4"
"FES",3.07490419925383e-09,1.7887279619421,0.545,0.052,0.000100666213675172,"5","FES"
"TRIB3",3.16379964722342e-09,2.39241022515858,0.545,0.056,0.0001035764728508,"5","TRIB3"
"SERPINB1",3.86151552284539e-09,0.891502880653128,0.818,0.118,0.000126418295186913,"5","SERPINB1"
"BNIP1",4.63185225208317e-09,1.47522975867506,0.636,0.073,0.000151637579028699,"5","BNIP1"
"DNAAF31",5.10986833094863e-09,2.07229997225661,0.727,0.097,0.000167286869418596,"5","DNAAF3"
"CARHSP11",5.14677063366719e-09,1.2832004266515,1,0.167,0.000168494977004996,"5","CARHSP1"
"GPANK1",5.48444187590077e-09,1.21873754084649,0.636,0.073,0.000179549658133239,"5","GPANK1"
"CCNDBP1",5.85614958375184e-09,1.83631773705411,0.545,0.056,0.000191718625072868,"5","CCNDBP1"
"TOLLIP",6.3082840050103e-09,2.04779748462397,0.455,0.038,0.000206520601756027,"5","TOLLIP"
"DHRS1",6.3082840050103e-09,2.38568464597671,0.455,0.038,0.000206520601756027,"5","DHRS1"
"TMEM218",6.43220291677226e-09,1.91331037688404,0.545,0.056,0.00021057745908929,"5","TMEM218"
"AGPAT2",6.67117105455936e-09,1.26874609905986,1,0.181,0.000218400797984164,"5","AGPAT2"
"NKIRAS2",7.03233043631223e-09,2.02499448961808,0.455,0.038,0.00023022443382399,"5","NKIRAS2"
"SUPT7L1",7.06322401281591e-09,1.96239611987482,0.545,0.056,0.000231235827731567,"5","SUPT7L"
"S100A5",7.28839974722366e-09,4.54891993240266,0.182,0.003,0.000238607630924608,"5","S100A5"
"RP11-134G8.8",7.28839974722366e-09,4.06130011734171,0.182,0.003,0.000238607630924608,"5","RP11-134G8.8"
"DUSP10",7.28839974722366e-09,3.9757217256509,0.182,0.003,0.000238607630924608,"5","DUSP10"
"RP13-582O9.7",7.28839974722366e-09,4.18508942308141,0.182,0.003,0.000238607630924608,"5","RP13-582O9.7"
"CDH23",7.28839974722366e-09,4.46569752350234,0.182,0.003,0.000238607630924608,"5","CDH23"
"RP11-702H23.4",7.28839974722366e-09,4.81515874609374,0.182,0.003,0.000238607630924608,"5","RP11-702H23.4"
"RP11-677M14.3",7.28839974722366e-09,2.47424952539014,0.182,0.003,0.000238607630924608,"5","RP11-677M14.3"
"SLC25A21-AS1",7.28839974722366e-09,2.57526411729926,0.182,0.003,0.000238607630924608,"5","SLC25A21-AS1"
"SSTR5",7.28839974722366e-09,4.49797343354683,0.182,0.003,0.000238607630924608,"5","SSTR5"
"ZNF747",7.28839974722366e-09,4.15998166870577,0.182,0.003,0.000238607630924608,"5","ZNF747"
"IFI35",7.28839974722366e-09,3.9301782720039,0.182,0.003,0.000238607630924608,"5","IFI35"
"CTD-3093M3.1",7.28839974722366e-09,4.46384340320322,0.182,0.003,0.000238607630924608,"5","CTD-3093M3.1"
"KATNB11",7.40091611409941e-09,2.03837660264248,0.545,0.056,0.000242291191743386,"5","KATNB1"
"OOEP",7.70310771157415e-09,1.66748201549163,0.636,0.076,0.000252184340261514,"5","OOEP"
"ECH1",8.02609660717747e-09,1.35378299434747,0.636,0.076,0.000262758350725776,"5","ECH1"
"RNASET2",8.91568512765861e-09,1.32556436809671,0.545,0.056,0.000291881699709288,"5","RNASET2"
"ARAF",9.97824357523975e-09,2.26125664962661,0.364,0.024,0.000326667738166199,"5","ARAF"
"NR1H2",1.02454937899993e-08,1.00021169639489,0.545,0.056,0.000335416975696996,"5","NR1H2"
"NOC4L",1.0572345411205e-08,1.50657931817196,0.727,0.101,0.000346117444072029,"5","NOC4L"
"WDR83",1.0730175273695e-08,1.50882737156956,0.545,0.056,0.000351284478110227,"5","WDR83"
"FUNDC2",1.16175754305569e-08,1.05436901465084,0.727,0.097,0.000380336184445572,"5","FUNDC2"
"SLC25A10.1",1.36320191533666e-08,1.10033140902169,0.636,0.076,0.000446285043042917,"5","SLC25A10.1"
"ENDOG1",1.41066386672772e-08,0.791650983287608,0.909,0.142,0.000461823136689321,"5","ENDOG"
"PDLIM71",1.41628040050297e-08,1.36960203816056,0.909,0.153,0.000463661877516663,"5","PDLIM7"
"ZNF581",1.57717825192936e-08,1.25727609411817,0.727,0.101,0.000516336616116634,"5","ZNF581"
"TMEM203",1.58404800666376e-08,0.899848778815864,0.818,0.125,0.000518585636421583,"5","TMEM203"
"TRUB2",1.61699345706079e-08,0.702375159457273,0.727,0.097,0.000529371317972561,"5","TRUB2"
"CRELD2",1.63756368820908e-08,0.864748371551867,0.818,0.125,0.00053610560024589,"5","CRELD2"
"CEBPG",1.64099135940889e-08,1.15181684632821,0.727,0.104,0.000537227751243282,"5","CEBPG"
"HIST2H2AC1",1.64740388321888e-08,1.28545020593716,0.818,0.132,0.000539327083288196,"5","HIST2H2AC"
"SNAPIN1",1.73186823130525e-08,1.32225157469317,0.818,0.122,0.000566979021564712,"5","SNAPIN"
"SF3A2",1.74801844988402e-08,1.42302639353678,0.909,0.17,0.000572266280123031,"5","SF3A2"
"RBM7",1.75757331103034e-08,1.0667826996519,0.727,0.101,0.000575394350565112,"5","RBM7"
"PITPNA-AS1",1.81643656562228e-08,1.72381885621799,0.818,0.132,0.000594665002853423,"5","PITPNA-AS1"
"N6AMT1",2.14002293721623e-08,2.5666027792357,0.455,0.042,0.00070060070918585,"5","N6AMT1"
"SH3BP1",2.69221712980079e-08,1.64271425731248,0.545,0.059,0.000881378043954181,"5","SH3BP1"
"DNAJC4",2.76008111299336e-08,1.3449228487433,0.455,0.042,0.000903595354771768,"5","DNAJC4"
"CREB3",2.83602155868837e-08,1.17010345948062,0.636,0.08,0.000928456737883398,"5","CREB3"
"THYN11",2.99475164160251e-08,1.17039167190206,0.727,0.104,0.000980421792427829,"5","THYN1"
"GLI4",3.054157220746e-08,1.67639422286993,0.455,0.042,0.000999869990927826,"5","GLI4"
"ZNHIT2",3.054157220746e-08,2.28953687587975,0.455,0.042,0.000999869990927826,"5","ZNHIT2"
"C19orf70",3.11627528289491e-08,1.58830905889872,1,0.226,0.00102020620211414,"5","C19orf70"
"IFI27L2",3.21213647458773e-08,1.36200819602849,0.727,0.104,0.00105158923905053,"5","IFI27L2"
"LINC00339",3.21237691221566e-08,1.27650074466776,0.455,0.042,0.00105166795352116,"5","LINC00339"
"TMEM141",3.2507862287601e-08,1.24907664451352,1,0.194,0.00106424239557148,"5","TMEM141"
"CCND31",3.8686492154232e-08,1.52104502301483,0.636,0.08,0.00126651838014525,"5","CCND3"
"PLIN2",3.8686492154232e-08,1.22294072091399,0.636,0.08,0.00126651838014525,"5","PLIN2"
"PMM1",4.16093741510008e-08,1.31466163243246,0.636,0.083,0.00136220769095546,"5","PMM1"
"TTC51",4.17903178037766e-08,1.19878721781504,0.636,0.08,0.00136813142426004,"5","TTC5"
"GEMIN71",4.17903178037766e-08,1.344571704505,0.636,0.08,0.00136813142426004,"5","GEMIN7"
"RP3-460G2.2",4.24511880604377e-08,1.11534606360253,0.727,0.104,0.00138976699472261,"5","RP3-460G2.2"
"BIK",4.24511880604377e-08,0.945762197831755,0.727,0.104,0.00138976699472261,"5","BIK"
"KLHDC8B",4.3986223703207e-08,1.2734783814981,0.273,0.014,0.00144002099159559,"5","KLHDC8B"
"RP5-1136G13.2",4.3986223703207e-08,2.33693001444242,0.273,0.014,0.00144002099159559,"5","RP5-1136G13.2"
"ARHGEF18",4.3986223703207e-08,2.61740172924731,0.273,0.014,0.00144002099159559,"5","ARHGEF18"
"TCTEX1D2",4.52525640123195e-08,2.41256692480767,0.455,0.045,0.00148147844063532,"5","TCTEX1D2"
"DVL31",4.58779807261699e-08,1.47650362834609,0.727,0.101,0.00150195333301335,"5","DVL3"
"VPS25",4.60377703749453e-08,1.20180142209756,0.818,0.132,0.00150718452653496,"5","VPS25"
"URM1",4.63950438049898e-08,1.23536768771951,0.727,0.108,0.00151888094408776,"5","URM1"
"TP53I13",4.65665805471463e-08,1.76457182738086,0.545,0.062,0.00152449671395247,"5","TP53I13"
"CPSF4",4.7512639494903e-08,0.78663548962368,0.727,0.101,0.00155546879178414,"5","CPSF4"
"ASNS",4.76560004605317e-08,2.05531468691999,0.636,0.087,0.00156016214307689,"5","ASNS"
"C16orf801",5.22792187177679e-08,1.68602997021535,0.727,0.115,0.00171151706238228,"5","C16orf80"
"SLC25A111",5.39871819401367e-08,1.64235917043903,0.909,0.184,0.00176743236235619,"5","SLC25A11"
"MED31",5.72603876566949e-08,0.971604285356729,0.909,0.16,0.00187459057110488,"5","MED31"
"PAFAH1B31",5.73242380209924e-08,1.49960618745881,0.909,0.188,0.00187668090433125,"5","PAFAH1B3"
"ST6GALNAC4",6.20488198028991e-08,1.06799478465918,0.727,0.104,0.00203135426270731,"5","ST6GALNAC4"
"RP11-792A8.4",6.38785253970119e-08,2.23968204391047,0.364,0.028,0.00209125516444737,"5","RP11-792A8.4"
"GPR108",6.38785253970119e-08,1.43244919129647,0.364,0.028,0.00209125516444737,"5","GPR108"
"MAPK3",6.53120107077738e-08,1.54136871518917,0.545,0.062,0.0021381846065511,"5","MAPK3"
"HINT2",6.54311942579715e-08,1.00877440976244,0.636,0.083,0.00214208643761747,"5","HINT2"
"DCPS",6.65505356040619e-08,1.50060108884086,0.636,0.087,0.00217873143460578,"5","DCPS"
"PLCXD1",6.77114288060068e-08,2.52743454069196,0.364,0.028,0.00221673675625105,"5","PLCXD1"
"ZNF34",6.77114288060068e-08,1.54724750904011,0.364,0.028,0.00221673675625105,"5","ZNF34"
"CALHM2",6.77114288060068e-08,2.15856659727712,0.364,0.028,0.00221673675625105,"5","CALHM2"
"LRTOMT",6.77114288060068e-08,2.73499636015097,0.364,0.028,0.00221673675625105,"5","LRTOMT"
"PUSL1",7.28673068787862e-08,1.57082270561568,0.727,0.115,0.0023855298925977,"5","PUSL1"
"SCAND12",7.99726340296144e-08,1.24444508275787,0.909,0.167,0.00261814409286152,"5","SCAND1"
"CNDP2",8.20559471589208e-08,0.639457012719054,0.818,0.128,0.00268634759808875,"5","CNDP2"
"GLTP",8.54105622937806e-08,0.829640164074813,0.727,0.108,0.00279617098837379,"5","GLTP"
"PPIL1",8.82430208894393e-08,1.36807151424291,0.818,0.142,0.00288890001787847,"5","PPIL1"
"OAF1",8.87596460086206e-08,2.54171950792757,0.455,0.045,0.00290581329103022,"5","OAF"
"TRMT61A",9.07917207843232e-08,2.23407371758984,0.545,0.066,0.00297233935503717,"5","TRMT61A"
"RNF5",9.15022621387439e-08,0.431354584250586,0.636,0.083,0.0029956010578982,"5","RNF5"
"ATP6AP1",9.15022621387439e-08,0.965502623897192,0.636,0.083,0.0029956010578982,"5","ATP6AP1"
"TAX1BP3",9.18125318883961e-08,1.10956812462278,0.727,0.111,0.00300575866896231,"5","TAX1BP3"
"CROCCP2",9.30847599045403e-08,1.43130899367409,0.455,0.045,0.00304740886975484,"5","CROCCP2"
"THG1L",1.00397308460731e-07,0.843688244820234,0.909,0.167,0.0032868070843874,"5","THG1L"
"NME2",1.03323644294333e-07,1.6540399933889,0.636,0.087,0.00338260946690788,"5","NME2"
"UBL4A",1.04409209818542e-07,0.604506629299397,0.727,0.108,0.00341814871103944,"5","UBL4A"
"TBCC",1.06088747412584e-07,0.385675099453355,0.636,0.083,0.00347313341279318,"5","TBCC"
"FAM195A",1.07197089626912e-07,1.37229356819541,0.727,0.118,0.00350941832020585,"5","FAM195A"
"SYNGR1",1.07319770330121e-07,0.838276170804584,0.455,0.045,0.00351343464106749,"5","SYNGR1"
"POP41",1.07405278587497e-07,1.26348402407727,0.909,0.163,0.00351623401039747,"5","POP4"
"SURF2",1.0772771008534e-07,0.957421744434945,1,0.194,0.00352678977277386,"5","SURF2"
"B4GALT32",1.07949911161299e-07,1.34065857844166,0.727,0.108,0.00353406419159861,"5","B4GALT3"
"SHC1",1.15224759385484e-07,1.49326847857198,0.636,0.087,0.00377222817276197,"5","SHC1"
"C14orf1",1.19136785416383e-07,1.49066815002883,0.727,0.115,0.00390030008096154,"5","C14orf1"
"OSGEP1",1.2388464298068e-07,1.60102390549262,0.636,0.087,0.0040557354419015,"5","OSGEP"
"NPRL2",1.36700316280552e-07,3.42358414065273,0.364,0.031,0.0044752949543927,"5","NPRL2"
"CTU1",1.42047064472889e-07,1.0680845361135,0.818,0.135,0.00465033679671345,"5","CTU1"
"NTHL11",1.43864040201227e-07,1.1552894091138,0.909,0.174,0.00470982094810778,"5","NTHL1"
"ASPSCR11",1.45517440785248e-07,1.13281527756255,0.727,0.111,0.00476394997642745,"5","ASPSCR1"
"GABARAPL21",1.47172407281079e-07,1.25108766801464,1,0.226,0.00481813026956795,"5","GABARAPL2"
"RPS6KA4",1.5532636543938e-07,0.520052071837879,0.727,0.111,0.00508507455175443,"5","RPS6KA4"
"AGTRAP1",1.55520527070529e-07,0.655270195684167,0.818,0.135,0.00509143101523498,"5","AGTRAP"
"TWF2",1.55829675354264e-07,1.43923860777186,0.818,0.142,0.0051015519117479,"5","TWF2"
"SPRYD32",1.60035547929299e-07,1.15594274899242,0.545,0.066,0.00523924376810939,"5","SPRYD3"
"POLR3GL",1.65994584782271e-07,0.407925276821094,0.727,0.108,0.005434330716602,"5","POLR3GL"
"TADA3",1.69378466190996e-07,1.01720672433594,0.818,0.146,0.00554511222616081,"5","TADA3"
"CCS1",1.7418551991021e-07,1.8820184327939,0.636,0.094,0.00570248555082047,"5","CCS"
"COX11",1.75420108832258e-07,0.80278066028812,0.818,0.135,0.00574290352295045,"5","COX11"
"YAE1D1",1.87810507971496e-07,1.32535111232075,0.545,0.066,0.00614854040997085,"5","YAE1D1"
"FBXL61",1.93152155181289e-07,1.7677338112165,0.727,0.122,0.00632341525632505,"5","FBXL6"
"DDX56",2.03978847051409e-07,1.0412389268096,1,0.226,0.00667785949476901,"5","DDX56"
"CUEDC21",2.06004945973272e-07,1.15054073024227,1,0.208,0.00674418992127299,"5","CUEDC2"
"AC010642.11",2.09655958990771e-07,1.60084401051154,0.727,0.118,0.00686371678543985,"5","AC010642.1"
"C14orf1421",2.12921721018219e-07,2.14101481634481,0.545,0.069,0.00697063130269444,"5","C14orf142"
"ZYX",2.16348594599365e-07,0.98662092093564,0.818,0.139,0.00708282028999403,"5","ZYX"
"KIAA0141",2.20725062838286e-07,1.95124612798716,0.455,0.049,0.00722609710719979,"5","KIAA0141"
"GPAA11",2.37831389954186e-07,1.34326420168218,0.727,0.118,0.00778612404432015,"5","GPAA1"
"CHMP6",2.41507260579115e-07,1.39972588320733,0.455,0.049,0.00790646469683907,"5","CHMP6"
"BNIP31",2.42104753740575e-07,1.46856536104559,0.636,0.09,0.00792602542795894,"5","BNIP3"
"NDUFS71",2.44351694050434e-07,0.88292640426151,1,0.219,0.0079995857598231,"5","NDUFS7"
"DNAJB9",2.48263955786248e-07,1.63867041872685,0.364,0.031,0.0081276653845302,"5","DNAJB9"
"C1orf123",2.49419720467255e-07,0.859219820126062,0.727,0.115,0.00816550280865698,"5","C1orf123"
"ZFAND2B",2.61949027364131e-07,2.07879729826718,0.364,0.031,0.00857568725784693,"5","ZFAND2B"
"TAF13",2.64502407860806e-07,0.832042506063792,0.818,0.142,0.00865927982854707,"5","TAF13"
"UROS",2.65743195684586e-07,1.05653620872685,0.727,0.115,0.00869990074032196,"5","UROS"
"CBWD11",2.68904741255115e-07,0.734124157059336,0.727,0.111,0.00880340341920994,"5","CBWD1"
"NUBP11",2.69837331303034e-07,0.877845895299388,0.818,0.146,0.00883393455219872,"5","NUBP1"
"TMEM1011",2.90480009747346e-07,1.71130789664583,0.545,0.069,0.00950973455910862,"5","TMEM101"
"GABARAPL1",2.9153813427782e-07,1.83543312531736,0.364,0.031,0.00954437543998728,"5","GABARAPL1"
"BLVRB",2.97619128664299e-07,1.30475024645973,1,0.229,0.00974345503421181,"5","BLVRB"
"STYXL11",3.01910482427411e-07,1.55673703204448,0.545,0.069,0.00988394537370858,"5","STYXL1"
"C1orf172",3.02069214375994e-07,2.13973693436405,0.455,0.049,0.0098891419402413,"5","C1orf172"
"CDR2L",3.07518211302328e-07,1.35189038357317,0.364,0.031,0.0100675312016156,"5","CDR2L"
"Z83851.1",3.07518211302328e-07,2.32120592171837,0.364,0.031,0.0100675312016156,"5","Z83851.1"
"TMEM187",3.24342432002662e-07,1.74419884319055,0.364,0.031,0.0106183225389031,"5","TMEM187"
"UCK1",3.24342432002662e-07,1.18852141106701,0.364,0.031,0.0106183225389031,"5","UCK1"
"CENPBD1",3.24342432002662e-07,2.83541959200704,0.364,0.031,0.0106183225389031,"5","CENPBD1"
"RP1-120G22.11",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","RP1-120G22.11"
"CD164L2",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","CD164L2"
"AL353354.2",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","AL353354.2"
"RAB42",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RAB42"
"RP11-73M7.1",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-73M7.1"
"RP4-794H19.1",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","RP4-794H19.1"
"NEGR1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","NEGR1"
"RP4-639F20.1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RP4-639F20.1"
"CYB561D1",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","CYB561D1"
"BCL2L15",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","BCL2L15"
"RP11-404F10.2",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-404F10.2"
"KLHDC9",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","KLHDC9"
"TNFSF18",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","TNFSF18"
"RP11-46A10.4",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","RP11-46A10.4"
"HMCN1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","HMCN1"
"RP11-465N4.4",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","RP11-465N4.4"
"GPR37L1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","GPR37L1"
"RASSF5",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","RASSF5"
"HLX",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","HLX"
"RP11-452F19.3",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-452F19.3"
"MARCO",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","MARCO"
"SFT2D3",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","SFT2D3"
"AC010890.1",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","AC010890.1"
"RPRM",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RPRM"
"ITGB6",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","ITGB6"
"SP9",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","SP9"
"HOXD-AS2",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","HOXD-AS2"
"WNT6",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","WNT6"
"RP11-316O14.1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RP11-316O14.1"
"SATB1",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","SATB1"
"RP11-222K16.2",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","RP11-222K16.2"
"SIDT1",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","SIDT1"
"ALDH1L1",3.41361539717775e-07,5.82107757730505,0.091,0,0.0111754940872805,"5","ALDH1L1"
"RP11-723O4.2",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","RP11-723O4.2"
"EPHB1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","EPHB1"
"CLRN1-AS1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","CLRN1-AS1"
"RP11-3P17.5",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","RP11-3P17.5"
"RP11-2H3.6",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","RP11-2H3.6"
"RP11-1398P2.1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","RP11-1398P2.1"
"FAM53A",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","FAM53A"
